record_index,timestamp,sat_id,international_designator,launch_year,launch_num,launch_piece,sma,ecc,inc,raan,aop,true_anomaly,cluster_label,is_noise,umap_1,umap_2,umap_3,source_folder,inclination_group,inclination_sort,local_cluster_label,global_cluster_id
772,2025-04-10 00:00:00,sat2499.txt,21038AA,21,38,AA,6925.3779,0.0001815,53.0538,46.2487,102.9879,280.31234,13,0,0.76893812,-1.8570967,4.3164191,starlink_labels_53.0,53.0,53,13,14
822,2025-04-10 00:00:00,sat2568.txt,21038BF,21,38,BF,6925.1571,0.0001468,53.0546,38.7104,94.6985,261.95064,13,0,0.37451029,-0.83245105,4.3633151,starlink_labels_53.0,53.0,53,13,14
824,2025-04-10 00:00:00,sat2570.txt,21038BE,21,38,BE,6925.2305,0.0001384,53.0551,38.695,94.4045,242.33915,13,0,0.57365894,-0.59543991,4.8917475,starlink_labels_53.0,53.0,53,13,14
825,2025-04-10 00:00:00,sat2571.txt,21038BA,21,38,BA,6925.2867,0.0001592,53.0556,37.2773,83.2246,334.49134,13,0,-0.13032137,-1.1957449,4.1404757,starlink_labels_53.0,53.0,53,13,14
826,2025-04-10 00:00:00,sat2574.txt,21038AU,21,38,AU,6925.2312,0.0001485,53.0542,39.27,105.5181,170.75443,13,0,0.51674217,-0.3704246,5.7336106,starlink_labels_53.0,53.0,53,13,14
828,2025-04-10 00:00:00,sat2576.txt,21038AZ,21,38,AZ,6925.2671,0.0001654,53.0548,38.926,101.8985,154.6933,13,0,0.30453083,-0.35582489,5.8920135,starlink_labels_53.0,53.0,53,13,14
834,2025-04-10 00:00:00,sat2585.txt,21038AF,21,38,AF,6925.1658,0.0001806,53.0543,48.4147,95.9448,266.00055,13,0,1.2967049,-1.8470072,4.5601091,starlink_labels_53.0,53.0,53,13,14
835,2025-04-10 00:00:00,sat2586.txt,21038AP,21,38,AP,6925.2035,5.21e-05,53.0561,37.2811,32.9581,44.724601,13,0,-0.33417007,-1.354756,4.3683949,starlink_labels_53.0,53.0,53,13,14
836,2025-04-10 00:00:00,sat2587.txt,21038AY,21,38,AY,6925.2722,0.0001394,53.0535,43.0771,77.907,155.89612,13,0,0.40530488,-1.053746,6.2712154,starlink_labels_53.0,53.0,53,13,14
837,2025-04-10 00:00:00,sat2588.txt,21038AX,21,38,AX,6925.2451,0.0001715,53.0547,38.592,115.2504,101.60595,13,0,-0.16656961,-0.56793648,6.0632348,starlink_labels_53.0,53.0,53,13,14
839,2025-04-10 00:00:00,sat2590.txt,21038AW,21,38,AW,6925.1749,0.0001616,53.0538,38.5761,87.1837,109.70333,13,0,-0.41629079,-0.99398023,5.9853778,starlink_labels_53.0,53.0,53,13,14
841,2025-04-10 00:00:00,sat2592.txt,21038BH,21,38,BH,6925.1707,0.000147,53.0557,38.4471,87.74,309.19615,13,0,0.021133069,-1.1264679,4.3950381,starlink_labels_53.0,53.0,53,13,14
842,2025-04-10 00:00:00,sat2593.txt,21038BD,21,38,BD,6925.2008,0.000139,53.0541,38.676,104.851,211.91318,13,0,0.51451594,-0.39520285,5.2403326,starlink_labels_53.0,53.0,53,13,14
843,2025-04-10 00:00:00,sat2594.txt,21038AM,21,38,AM,6925.2575,0.0001532,53.0551,44.5944,74.9134,273.73078,13,0,1.0526832,-1.0517372,4.8041644,starlink_labels_53.0,53.0,53,13,14
845,2025-04-10 00:00:00,sat2598.txt,21038AJ,21,38,AJ,6925.314,0.0001383,53.0553,45.7823,111.6211,312.05113,13,0,0.37005001,-1.9899468,4.4353061,starlink_labels_53.0,53.0,53,13,14
847,2025-04-10 00:00:00,sat2604.txt,21038X,21,38,X,6925.2574,0.0001386,53.0553,48.7952,94.7745,306.9277,13,0,0.9301402,-2.2964287,4.4778666,starlink_labels_53.0,53.0,53,13,14
848,2025-04-10 00:00:00,sat2605.txt,21038AR,21,38,AR,6925.3332,0.0001448,53.0559,37.3175,93.6047,24.027956,13,0,-0.67643166,-1.4753933,4.9701848,starlink_labels_53.0,53.0,53,13,14
849,2025-04-10 00:00:00,sat2606.txt,21038AK,21,38,AK,6925.2869,0.000142,53.0539,43.5296,102.7316,26.557574,13,0,-0.33107761,-2.2405734,5.1250353,starlink_labels_53.0,53.0,53,13,14
850,2025-04-10 00:00:00,sat2607.txt,21038AQ,21,38,AQ,6925.2704,0.0001519,53.0552,37.3035,82.6914,14.995603,13,0,-0.44980779,-1.5814657,4.7164845,starlink_labels_53.0,53.0,53,13,14
851,2025-04-10 00:00:00,sat2608.txt,21038N,21,38,N,6925.3503,0.0001478,53.0532,53.4249,94.4444,279.87771,13,0,1.6527692,-2.5622849,4.4185185,starlink_labels_53.0,53.0,53,13,14
867,2025-04-10 00:00:00,sat2626.txt,21038L,21,38,L,6869.2255,0.0004115,53.0662,37.4654,85.0056,178.40721,13,0,0.19572328,-0.42168543,6.0279388,starlink_labels_53.0,53.0,53,13,14
114,2025-04-10 00:00:00,sat1256.txt,20019AT,20,19,AT,6720.7241,0.0008289,53.0467,152.1229,20.8462,293.51923,14,0,10.757433,-4.1867771,2.7583156,starlink_labels_53.0,53.0,53,14,15
158,2025-04-10 00:00:00,sat1323.txt,20025Y,20,25,Y,6925.3686,0.0001416,53.0534,142.5723,90.7378,329.19289,14,0,11.970058,-6.2268772,3.2067277,starlink_labels_53.0,53.0,53,14,15
160,2025-04-10 00:00:00,sat1327.txt,20025AA,20,25,AA,6925.3515,0.0001673,53.0548,142.773,84.8375,214.96631,14,0,10.2257,-4.9530463,3.7763474,starlink_labels_53.0,53.0,53,14,15
167,2025-04-10 00:00:00,sat1336.txt,20025AC,20,25,AC,6925.3288,0.0001199,53.0534,142.8535,95.4073,304.29455,14,0,11.598596,-6.1360283,3.0479493,starlink_labels_53.0,53.0,53,14,15
173,2025-04-10 00:00:00,sat1350.txt,20025E,20,25,E,6861.3606,0.0001764,53.0748,147.6045,358.5119,291.5478,14,0,10.346887,-4.4564786,3.3489058,starlink_labels_53.0,53.0,53,14,15
175,2025-04-10 00:00:00,sat1352.txt,20025F,20,25,F,6829.4021,0.0001551,53.0506,148.9951,62.23,307.87197,14,0,11.428022,-4.7560091,2.5260782,starlink_labels_53.0,53.0,53,14,15
258,2025-04-10 00:00:00,sat1542.txt,20055AY,20,55,AY,6925.3421,0.0001566,53.0548,152.7443,82.1029,182.8593,14,0,10.625047,-3.7048514,3.2981267,starlink_labels_53.0,53.0,53,14,15
263,2025-04-10 00:00:00,sat1549.txt,20055AZ,20,55,AZ,6925.4053,0.000141,53.0531,150.7252,82.4847,263.63024,14,0,11.237757,-4.6516442,2.4413211,starlink_labels_53.0,53.0,53,14,15
275,2025-04-10 00:00:00,sat1566.txt,20055BE,20,55,BE,6925.345,0.0001504,53.0529,150.7044,77.2209,248.93062,14,0,10.87863,-4.3173933,2.6804729,starlink_labels_53.0,53.0,53,14,15
277,2025-04-10 00:00:00,sat1568.txt,20055BF,20,55,BF,6889.3733,3.86e-05,53.0471,146.8339,139.0349,244.10112,14,0,11.462832,-5.4647403,2.7353008,starlink_labels_53.0,53.0,53,14,15
596,2025-04-10 00:00:00,sat2191.txt,21041N,21,41,N,6772.016,0.0005659,53.0435,140.9923,23.4422,29.876891,14,0,11.784922,-6.155756,3.3638129,starlink_labels_53.0,53.0,53,14,15
614,2025-04-10 00:00:00,sat2227.txt,21041Y,21,41,Y,6925.3165,0.0001938,53.0527,146.0814,95.64,297.74955,14,0,11.588365,-5.5936685,2.7124724,starlink_labels_53.0,53.0,53,14,15
779,2025-04-10 00:00:00,sat2506.txt,21036AR,21,36,AR,6925.4315,0.0001377,53.0537,147.7504,83.9439,188.35661,14,0,10.687316,-4.3060989,3.6090581,starlink_labels_53.0,53.0,53,14,15
780,2025-04-10 00:00:00,sat2507.txt,21036AS,21,36,AS,6925.3652,0.000141,53.0542,146.8711,86.5495,206.33293,14,0,10.320347,-4.435349,3.2899396,starlink_labels_53.0,53.0,53,14,15
785,2025-04-10 00:00:00,sat2513.txt,21036AT,21,36,AT,6925.4208,0.0001741,53.0535,147.7825,97.0872,215.02485,14,0,10.443154,-4.6452413,3.0758691,starlink_labels_53.0,53.0,53,14,15
793,2025-04-10 00:00:00,sat2523.txt,21036AG,21,36,AG,6925.3742,0.0001495,53.0553,145.8143,89.8688,3.6827002,14,0,12.408746,-5.4800253,3.2474961,starlink_labels_53.0,53.0,53,14,15
794,2025-04-10 00:00:00,sat2524.txt,21036AE,21,36,AE,6925.3146,0.0001312,53.0523,145.778,95.2975,318.305,14,0,12.053912,-5.4925537,2.744935,starlink_labels_53.0,53.0,53,14,15
803,2025-04-10 00:00:00,sat2537.txt,21036AB,21,36,AB,6925.3594,9.88e-05,53.0535,147.8155,69.8827,282.34054,14,0,10.925527,-5.1704593,2.715235,starlink_labels_53.0,53.0,53,14,15
804,2025-04-10 00:00:00,sat2538.txt,21036AA,21,36,AA,6925.3339,0.0001507,53.0533,147.796,90.0174,242.27721,14,0,10.669312,-4.8410258,2.9201486,starlink_labels_53.0,53.0,53,14,15
859,2025-04-10 00:00:00,sat2616.txt,21044BK,21,44,BK,6925.3867,0.0001408,53.0542,141.9916,98.5908,281.6599,14,0,11.217377,-6.1935606,2.9961758,starlink_labels_53.0,53.0,53,14,15
952,2025-04-10 00:00:00,sat2753.txt,21044BL,21,44,BL,6925.3298,0.0001425,53.0541,145.8453,91.2542,342.31364,14,0,12.228087,-5.6347232,2.9168909,starlink_labels_53.0,53.0,53,14,15
91,2025-04-10 00:00:00,sat1210.txt,20012AF,20,12,AF,6870.1285,0.0009881,53.0373,69.4255,55.8251,174.35734,15,0,3.0114455,-4.1692901,6.5851026,starlink_labels_53.0,53.0,53,15,16
96,2025-04-10 00:00:00,sat1219.txt,20012AJ,20,12,AJ,6801.7502,0.0001069,53.0546,75.4544,102.5768,191.89667,15,0,4.0208511,-4.5816164,5.7347775,starlink_labels_53.0,53.0,53,15,16
331,2025-04-10 00:00:00,sat1654.txt,20062B,20,62,B,6925.3611,0.000143,53.0537,73.9922,88.2997,315.68065,15,0,3.2163992,-5.759172,5.0803537,starlink_labels_53.0,53.0,53,15,16
333,2025-04-10 00:00:00,sat1656.txt,20062AE,20,62,AE,6925.345,0.0001542,53.0534,73.0358,85.92,178.703,15,0,3.9097641,-4.376308,6.0280604,starlink_labels_53.0,53.0,53,15,16
334,2025-04-10 00:00:00,sat1657.txt,20062AF,20,62,AF,6925.3289,0.0001325,53.0541,73.6821,94.4882,229.72961,15,0,3.9724543,-4.6626229,5.154047,starlink_labels_53.0,53.0,53,15,16
336,2025-04-10 00:00:00,sat1661.txt,20062AG,20,62,AG,6925.3743,0.0001268,53.0537,73.5018,88.8226,15.624013,15,0,2.6268549,-6.0633268,5.9209905,starlink_labels_53.0,53.0,53,15,16
339,2025-04-10 00:00:00,sat1665.txt,20062AH,20,62,AH,6925.2082,0.0001527,53.0542,73.1747,89.9211,294.7055,15,0,3.2873917,-5.4735627,4.9821043,starlink_labels_53.0,53.0,53,15,16
370,2025-04-10 00:00:00,sat1719.txt,20062G,20,62,G,6925.3395,0.0001602,53.0531,73.7834,83.2341,0.880282,15,0,2.7566388,-6.1451955,5.686121,starlink_labels_53.0,53.0,53,15,16
371,2025-04-10 00:00:00,sat1723.txt,20062J,20,62,J,6925.3645,0.0001575,53.0528,73.9636,94.0512,209.93059,15,0,4.0653048,-4.4278965,5.3639908,starlink_labels_53.0,53.0,53,15,16
374,2025-04-10 00:00:00,sat1727.txt,20062L,20,62,L,6925.3926,0.000158,53.0529,73.2348,85.0831,59.375579,15,0,2.7516367,-5.8079586,6.5282893,starlink_labels_53.0,53.0,53,15,16
388,2025-04-10 00:00:00,sat1752.txt,20062P,20,62,P,6925.3428,0.0001525,53.0562,72.9882,105.1712,99.529234,15,0,3.1494062,-4.8601394,6.6902561,starlink_labels_53.0,53.0,53,15,16
391,2025-04-10 00:00:00,sat1762.txt,20062T,20,62,T,6925.357,0.0001441,53.0552,73.7665,87.8667,336.24705,15,0,3.0543175,-5.9370351,5.3114433,starlink_labels_53.0,53.0,53,15,16
394,2025-04-10 00:00:00,sat1767.txt,20062W,20,62,W,6925.3643,0.0001342,53.0546,73.1028,92.7694,251.81959,15,0,3.9008448,-4.7137156,5.0481567,starlink_labels_53.0,53.0,53,15,16
396,2025-04-10 00:00:00,sat1770.txt,20062BL,20,62,BL,6925.3585,0.0001612,53.0564,73.0207,91.5802,153.03748,15,0,3.5866661,-4.4742665,6.4561934,starlink_labels_53.0,53.0,53,15,16
397,2025-04-10 00:00:00,sat1771.txt,20062BM,20,62,BM,6925.3723,0.0001611,53.057,73.8972,90.3658,133.69845,15,0,3.5075781,-4.5996118,6.6139708,starlink_labels_53.0,53.0,53,15,16
463,2025-04-10 00:00:00,sat1954.txt,21009H,21,9,H,6925.3617,0.0001117,53.0536,78.0631,96.7008,200.45623,15,0,4.5588493,-4.9698696,5.6543846,starlink_labels_53.0,53.0,53,15,16
468,2025-04-10 00:00:00,sat1962.txt,21009R,21,9,R,6925.3773,0.0001523,53.0557,77.9471,86.6244,70.541155,15,0,3.3627582,-5.9104319,6.9343209,starlink_labels_53.0,53.0,53,15,16
472,2025-04-10 00:00:00,sat1966.txt,21009V,21,9,V,6816.0673,0.0006393,53.0343,75.92,36.7856,110.92644,15,0,3.044482,-5.8714294,6.8262835,starlink_labels_53.0,53.0,53,15,16
479,2025-04-10 00:00:00,sat1979.txt,21009AF,21,9,AF,6925.2616,0.000143,53.0534,73.7163,87.3626,276.90083,15,0,3.6816111,-5.087677,4.8882632,starlink_labels_53.0,53.0,53,15,16
480,2025-04-10 00:00:00,sat1982.txt,21009AJ,21,9,AJ,6769.8023,0.0002579,53.0539,68.6467,116.4747,92.237231,15,0,2.6651928,-4.1695542,6.6612048,starlink_labels_53.0,53.0,53,15,16
485,2025-04-10 00:00:00,sat1993.txt,21009AS,21,9,AS,6925.3374,0.0001253,53.0539,78.692,95.9552,240.70288,15,0,4.5534315,-5.292594,5.1560106,starlink_labels_53.0,53.0,53,15,16
492,2025-04-10 00:00:00,sat2017.txt,21005C,21,5,C,6925.3574,0.0001556,53.0545,78.1544,83.0279,339.12645,15,0,3.3159282,-6.4979625,5.4263291,starlink_labels_53.0,53.0,53,15,16
529,2025-04-10 00:00:00,sat2086.txt,21005X,21,5,X,6925.365,0.0001626,53.0534,78.1798,71.206,5.8505991,15,0,3.1292548,-6.6617379,5.6455417,starlink_labels_53.0,53.0,53,15,16
537,2025-04-10 00:00:00,sat2098.txt,21005AF,21,5,AF,6925.3621,0.0001377,53.0541,78.5263,85.0512,51.761193,15,0,3.2138877,-6.3065295,6.8420186,starlink_labels_53.0,53.0,53,15,16
538,2025-04-10 00:00:00,sat2099.txt,21005AG,21,5,AG,6925.3693,0.0001519,53.0551,77.8907,85.9769,16.364304,15,0,3.0519805,-6.2705574,6.2190161,starlink_labels_53.0,53.0,53,15,16
542,2025-04-10 00:00:00,sat2103.txt,21005AL,21,5,AL,6925.371,0.0001618,53.0545,78.7753,100.3064,356.33351,15,0,3.1972761,-6.454783,6.1103144,starlink_labels_53.0,53.0,53,15,16
554,2025-04-10 00:00:00,sat2117.txt,21005AY,21,5,AY,6925.3543,0.0001569,53.0555,78.2134,95.0408,21.938417,15,0,2.98348,-6.571641,6.4986854,starlink_labels_53.0,53.0,53,15,16
557,2025-04-10 00:00:00,sat2122.txt,21005BD,21,5,BD,6925.3517,0.0001529,53.0538,78.47,83.8088,333.00805,15,0,3.4610755,-6.2805591,5.296463,starlink_labels_53.0,53.0,53,15,16
962,2025-04-10 00:00:00,sat3675.txt,22025H,22,25,H,6925.3341,0.0001654,53.0555,78.4335,96.4624,345.52756,15,0,3.2200451,-6.5848465,5.8671188,starlink_labels_53.0,53.0,53,15,16
969,2025-04-10 00:00:00,sat3692.txt,22025C,22,25,C,6925.3512,0.0001461,53.0544,78.1429,89.7792,292.41122,15,0,3.7311838,-5.992312,5.0477624,starlink_labels_53.0,53.0,53,15,16
974,2025-04-10 00:00:00,sat3700.txt,22025A,22,25,A,6925.3545,0.0001554,53.0555,78.1217,87.0182,275.17167,15,0,4.1707211,-5.5995965,5.063674,starlink_labels_53.0,53.0,53,15,16
266,2025-04-10 00:00:00,sat1553.txt,20062Z,20,62,Z,6902.6149,0.0003474,53.0513,47.6095,81.3126,64.266957,16,0,0.065250158,-2.6660202,5.480516,starlink_labels_53.0,53.0,53,16,17
330,2025-04-10 00:00:00,sat1653.txt,20062AD,20,62,AD,6925.3417,0.0001382,53.055,53.3257,88.2222,166.21637,16,0,1.7127277,-1.9071441,6.2907386,starlink_labels_53.0,53.0,53,16,17
358,2025-04-10 00:00:00,sat1695.txt,20062E,20,62,E,6925.3592,0.0001524,53.0548,53.2944,99.0675,115.44737,16,0,1.4100678,-2.3330123,6.3784833,starlink_labels_53.0,53.0,53,16,17
364,2025-04-10 00:00:00,sat1710.txt,20062F,20,62,F,6925.3346,0.0001638,53.0543,53.3404,90.9647,183.43228,16,0,2.0150664,-1.8912156,6.013844,starlink_labels_53.0,53.0,53,16,17
381,2025-04-10 00:00:00,sat1738.txt,20062M,20,62,M,6925.3252,0.0001378,53.0561,52.3821,88.2586,106.84571,16,0,1.0390769,-2.4410744,6.3580585,starlink_labels_53.0,53.0,53,16,17
387,2025-04-10 00:00:00,sat1750.txt,20062N,20,62,N,6925.3414,0.0001436,53.0536,53.507,72.9941,41.330266,16,0,0.49429056,-3.2925868,5.2558031,starlink_labels_53.0,53.0,53,16,17
392,2025-04-10 00:00:00,sat1764.txt,20062U,20,62,U,6925.3929,0.0001366,53.0534,53.7893,99.8994,354.20702,16,0,0.68584788,-3.4635668,4.9904618,starlink_labels_53.0,53.0,53,16,17
465,2025-04-10 00:00:00,sat1957.txt,21009L,21,9,L,6752.4865,0.0005223,53.0522,51.973,141.3999,125.32274,16,0,1.8581477,-1.6979134,6.1722455,starlink_labels_53.0,53.0,53,16,17
469,2025-04-10 00:00:00,sat1963.txt,21009S,21,9,S,6745.9644,0.000753,53.0455,49.2838,122.8295,132.8325,16,0,1.314484,-1.6527216,6.3000546,starlink_labels_53.0,53.0,53,16,17
796,2025-04-10 00:00:00,sat2526.txt,21038AB,21,38,AB,6925.2622,0.0001643,53.0554,49.5556,90.6071,210.60351,16,0,1.5540588,-1.6111159,5.5387111,starlink_labels_53.0,53.0,53,16,17
838,2025-04-10 00:00:00,sat2589.txt,21038U,21,38,U,6925.2565,0.0001756,53.0563,48.5516,100.7746,61.13002,16,0,0.28121346,-2.443187,5.8154054,starlink_labels_53.0,53.0,53,16,17
846,2025-04-10 00:00:00,sat2603.txt,21038Y,21,38,Y,6925.2609,0.0001959,53.0569,48.3205,118.4343,123.6163,16,0,1.3106886,-1.4644361,6.3201041,starlink_labels_53.0,53.0,53,16,17
852,2025-04-10 00:00:00,sat2609.txt,21038W,21,38,W,6925.2423,0.0001378,53.0553,48.5814,94.6691,107.23698,16,0,0.51508594,-2.1092618,6.1337833,starlink_labels_53.0,53.0,53,16,17
853,2025-04-10 00:00:00,sat2610.txt,21038Z,21,38,Z,6925.2376,0.0001464,53.0558,48.331,89.9293,172.08451,16,0,1.1810828,-1.3241472,6.0526094,starlink_labels_53.0,53.0,53,16,17
854,2025-04-10 00:00:00,sat2611.txt,21038M,21,38,M,6925.365,0.0001512,53.0575,53.4214,99.3004,75.071341,16,0,0.53980964,-2.8447473,6.0655699,starlink_labels_53.0,53.0,53,16,17
855,2025-04-10 00:00:00,sat2612.txt,21038AC,21,38,AC,6925.2416,0.000158,53.056,49.5703,92.8987,228.28618,16,0,1.6360631,-1.4757318,5.4228878,starlink_labels_53.0,53.0,53,16,17
857,2025-04-10 00:00:00,sat2614.txt,21038AD,21,38,AD,6925.2845,0.0001492,53.0545,49.4568,89.468,191.72732,16,0,1.6953833,-1.3788939,5.8738203,starlink_labels_53.0,53.0,53,16,17
863,2025-04-10 00:00:00,sat2621.txt,21038T,21,38,T,6925.317,0.0001741,53.0551,48.5327,94.9653,46.870559,16,0,0.18362571,-2.914516,5.3920774,starlink_labels_53.0,53.0,53,16,17
865,2025-04-10 00:00:00,sat2623.txt,21038R,21,38,R,6925.3774,0.0001479,53.056,48.5825,90.5017,131.28114,16,0,0.91706371,-1.8947769,6.4108052,starlink_labels_53.0,53.0,53,16,17
881,2025-04-10 00:00:00,sat2643.txt,21038Q,21,38,Q,6925.2462,0.0001326,53.0547,49.095,81.9257,19.606698,16,0,0.33511883,-2.7247887,4.9886246,starlink_labels_53.0,53.0,53,16,17
82,2025-04-10 00:00:00,sat1191.txt,20012AW,20,12,AW,6925.3855,0.0002144,53.0557,63.3999,98.4913,240.85274,17,0,2.9724474,-3.5876288,4.7916222,starlink_labels_53.0,53.0,53,17,18
90,2025-04-10 00:00:00,sat1209.txt,20012AE,20,12,AE,6925.349,0.0001418,53.0535,63.3317,86.1437,173.30619,17,0,2.8589563,-3.1931531,5.95435,starlink_labels_53.0,53.0,53,17,18
92,2025-04-10 00:00:00,sat1212.txt,20012AX,20,12,AX,6925.3736,0.000139,53.0535,63.9692,91.5539,147.42738,17,0,2.7954726,-3.2537224,6.2546573,starlink_labels_53.0,53.0,53,17,18
93,2025-04-10 00:00:00,sat1215.txt,20012AZ,20,12,AZ,6925.3523,0.0001531,53.0538,63.8088,90.3685,28.750638,17,0,1.5366986,-4.308569,5.7362766,starlink_labels_53.0,53.0,53,17,18
95,2025-04-10 00:00:00,sat1217.txt,20012BA,20,12,BA,6925.3529,0.0001344,53.0548,63.1793,90.5761,348.94895,17,0,1.6999916,-4.3118801,5.2371364,starlink_labels_53.0,53.0,53,17,18
98,2025-04-10 00:00:00,sat1222.txt,20012BC,20,12,BC,6925.3811,0.0001513,53.0544,63.6609,88.5049,210.71654,17,0,3.0738802,-3.3437998,5.1332221,starlink_labels_53.0,53.0,53,17,18
101,2025-04-10 00:00:00,sat1226.txt,20012BD,20,12,BD,6925.3899,0.0001743,53.0571,63.2324,98.0551,41.459823,17,0,1.4667796,-4.0468516,6.0061603,starlink_labels_53.0,53.0,53,17,18
102,2025-04-10 00:00:00,sat1227.txt,20012BE,20,12,BE,6925.3563,0.0001494,53.0539,63.2483,90.4232,69.07239,17,0,1.7207927,-3.955271,6.1846366,starlink_labels_53.0,53.0,53,17,18
103,2025-04-10 00:00:00,sat1228.txt,20012L,20,12,L,6873.3313,9.87e-05,53.0559,62.1477,90.9255,195.11785,17,0,3.1160841,-3.1757903,5.5447702,starlink_labels_53.0,53.0,53,17,18
106,2025-04-10 00:00:00,sat1234.txt,20012N,20,12,N,6925.3815,0.0001448,53.0553,63.6447,90.5506,188.63051,17,0,3.1063147,-3.3137379,5.5776486,starlink_labels_53.0,53.0,53,17,18
112,2025-04-10 00:00:00,sat1247.txt,20012BL,20,12,BL,6925.3163,0.0001594,53.0549,62.3713,77.4711,102.55653,17,0,1.9593165,-3.7184019,6.3872514,starlink_labels_53.0,53.0,53,17,18
460,2025-04-10 00:00:00,sat1940.txt,21009E,21,9,E,6852.0195,0.0001869,53.0566,65.6528,80.6964,28.026162,17,0,1.7428567,-4.6390176,5.6523981,starlink_labels_53.0,53.0,53,17,18
509,2025-04-10 00:00:00,sat2045.txt,21005E,21,5,E,6925.3195,0.0001208,53.0563,63.282,94.1598,105.28865,17,0,2.1526232,-3.413938,6.4965658,starlink_labels_53.0,53.0,53,17,18
552,2025-04-10 00:00:00,sat2114.txt,21005AW,21,5,AW,6925.3497,0.0001389,53.0548,63.6528,104.8017,114.42779,17,0,2.469959,-3.5591662,6.3541317,starlink_labels_53.0,53.0,53,17,18
840,2025-04-10 00:00:00,sat2591.txt,21038J,21,38,J,6925.3639,0.0001648,53.0563,59.0972,82.5375,23.876743,17,0,1.1373893,-4.1150413,5.3775277,starlink_labels_53.0,53.0,53,17,18
856,2025-04-10 00:00:00,sat2613.txt,21038A,21,38,A,6925.3489,0.0001471,53.0542,61.3463,87.0799,217.83316,17,0,2.9072833,-3.254849,5.0746088,starlink_labels_53.0,53.0,53,17,18
864,2025-04-10 00:00:00,sat2622.txt,21038H,21,38,H,6925.3418,0.0001205,53.0558,58.1879,92.171,354.82666,17,0,1.1626642,-3.924587,5.0836763,starlink_labels_53.0,53.0,53,17,18
866,2025-04-10 00:00:00,sat2624.txt,21038F,21,38,F,6925.3995,0.0001365,53.0545,58.4546,96.1324,310.67714,17,0,1.3862329,-3.5498128,4.6950235,starlink_labels_53.0,53.0,53,17,18
869,2025-04-10 00:00:00,sat2628.txt,21038G,21,38,G,6925.3925,0.0001387,53.054,58.1728,97.4878,329.53734,17,0,1.1858828,-3.6733396,4.753108,starlink_labels_53.0,53.0,53,17,18
875,2025-04-10 00:00:00,sat2635.txt,21038C,21,38,C,6925.3689,0.0001443,53.0549,58.4041,90.2918,256.56812,17,0,2.2917774,-3.0316436,4.6543088,starlink_labels_53.0,53.0,53,17,18
900,2025-04-10 00:00:00,sat2674.txt,21038B,21,38,B,6925.3873,0.0001487,53.055,58.3867,93.2277,233.61858,17,0,2.533567,-2.9531171,4.7812433,starlink_labels_53.0,53.0,53,17,18
63,2025-04-10 00:00:00,sat1154.txt,20012W,20,12,W,6925.3436,0.0001718,53.0534,83.1242,81.3168,288.1921,18,0,4.6832895,-6.0199895,5.2074509,starlink_labels_53.0,53.0,53,18,19
84,2025-04-10 00:00:00,sat1199.txt,20012Z,20,12,Z,6925.391,0.000147,53.0536,83.3729,93.9311,215.44973,18,0,5.3145795,-5.3669434,5.7780061,starlink_labels_53.0,53.0,53,18,19
86,2025-04-10 00:00:00,sat1201.txt,20012E,20,12,E,6925.3953,0.0001306,53.0527,82.9728,85.0217,104.55759,18,0,4.3473721,-5.9184308,7.4019876,starlink_labels_53.0,53.0,53,18,19
88,2025-04-10 00:00:00,sat1206.txt,20012AC,20,12,AC,6925.3622,0.0001651,53.0529,82.9597,97.187,72.480941,18,0,4.1355877,-6.2586613,7.5740743,starlink_labels_53.0,53.0,53,18,19
105,2025-04-10 00:00:00,sat1231.txt,20012AL,20,12,AL,6925.3433,0.0001445,53.0547,82.8948,94.6019,355.1541,18,0,3.6420407,-7.1222491,6.4053226,starlink_labels_53.0,53.0,53,18,19
108,2025-04-10 00:00:00,sat1238.txt,20012BH,20,12,BH,6925.3668,0.0001418,53.0547,82.9845,85.9009,128.91344,18,0,4.7579107,-5.5260482,7.3151708,starlink_labels_53.0,53.0,53,18,19
174,2025-04-10 00:00:00,sat1351.txt,20035AS,20,35,AS,6925.4026,0.0001667,53.0538,93.3624,95.6999,198.72727,18,0,6.4172845,-5.9987178,6.4039698,starlink_labels_53.0,53.0,53,18,19
196,2025-04-10 00:00:00,sat1403.txt,20035AW,20,35,AW,6925.3768,0.0001757,53.054,92.7498,88.4625,186.2847,18,0,6.4229231,-5.8423204,6.94732,starlink_labels_53.0,53.0,53,18,19
198,2025-04-10 00:00:00,sat1407.txt,20035AY,20,35,AY,6881.1252,0.0006917,53.0546,84.4134,52.5256,21.866807,18,0,3.9308705,-7.104136,6.1542716,starlink_labels_53.0,53.0,53,18,19
203,2025-04-10 00:00:00,sat1420.txt,20035AQ,20,35,AQ,6925.3968,0.0001547,53.0534,92.9894,97.0175,122.76531,18,0,5.8746662,-6.1655536,7.6142821,starlink_labels_53.0,53.0,53,18,19
206,2025-04-10 00:00:00,sat1433.txt,20035BG,20,35,BG,6925.3424,0.0001471,53.0529,93.0117,94.5992,140.09721,18,0,6.0829616,-5.9162455,7.26933,starlink_labels_53.0,53.0,53,18,19
207,2025-04-10 00:00:00,sat1434.txt,20035BH,20,35,BH,6925.3669,0.00014,53.055,93.0346,97.2681,157.37657,18,0,6.2275133,-5.8516307,7.1645961,starlink_labels_53.0,53.0,53,18,19
